"top-left-square"	"top-middle-square"	"top-right-square"	"middle-left-square"	"middle-middle-square"	"middle-right-square"	"bottom-left-square"	"bottom-middle-square"	"bottom-right-square"	Class
"s"o""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"b""	true
"s"o""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"b""	"s"b""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"b""	true
"s"o""	"s"o""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"b""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"x""	"s"b""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"b""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"o""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"b""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"b""	"s"x""	"s"x""	"s"o""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"b""	"s"x""	"s"b""	"s"b""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"x""	"s"b""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	true
"s"o""	"s"o""	"s"x""	"s"b""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"b""	"s"b""	"s"b""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"o""	"s"b""	"s"b""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	"s"o""	"s"o""	"s"b""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	"s"b""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"b""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"b""	"s"b""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"x""	"s"b""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"x""	"s"x""	"s"o""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"b""	"s"b""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"x""	"s"b""	"s"x""	"s"o""	"s"b""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"x""	"s"b""	"s"x""	"s"b""	"s"o""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"x""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"o""	"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"b""	"s"b""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"o""	"s"b""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	"s"o""	"s"o""	true
"s"o""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	true
"s"o""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"o""	"s"x""	true
"s"o""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	"s"b""	true
"s"o""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	"s"b""	true
"s"o""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	"s"b""	"s"b""	"s"o""	true
"s"o""	"s"b""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"b""	"s"o""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"b""	"s"b""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"o""	"s"b""	"s"b""	"s"b""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	"s"o""	"s"b""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	"s"b""	"s"o""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"o""	"s"o""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"b""	"s"x""	"s"x""	"s"o""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	true
"s"b""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"o""	"s"o""	true
"s"b""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	"s"o""	"s"x""	true
"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"o""	"s"b""	true
"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	"s"o""	true
"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	"s"o""	true
"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"x""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"x""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"x""	"s"o""	"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"x""	true
"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"o""	"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"x""	"s"b""	"s"x""	"s"x""	"s"o""	"s"o""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	"s"o""	"s"x""	"s"x""	true
"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	true
"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	"s"o""	true
"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	"s"o""	"s"o""	"s"b""	true
"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	"s"b""	true
"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"x""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	"s"o""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	"s"b""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"b""	"s"x""	"s"b""	"s"b""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"o""	"s"x""	"s"x""	"s"b""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"x""	"s"o""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"b""	"s"b""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"x""	"s"o""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"o""	"s"o""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"o""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"o""	"s"x""	"s"b""	"s"b""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"b""	"s"x""	"s"o""	"s"b""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"x""	"s"b""	"s"x""	"s"b""	"s"o""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"o""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"b""	"s"o""	"s"x""	"s"b""	"s"b""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"x""	"s"b""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"o""	"s"b""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"x""	"s"o""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"o""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"x""	"s"x""	"s"b""	"s"b""	"s"b""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"x""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"o""	"s"x""	"s"b""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"o""	"s"b""	"s"x""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"b""	"s"x""	"s"o""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"b""	"s"o""	"s"x""	"s"x""	"s"x""	"s"x""	true
"s"b""	"s"o""	"s"o""	"s"b""	"s"b""	"s"b""	"s"x""	"s"x""	"s"x""	true
